timestamp,pose_x,pose_y,pose_heading,vel_vx,vel_vy,vel_omega,target_x,target_y,distance,raw_turret_angle,filtered_turret_angle,turret_setpoint,turret_actual,turret_error,motor_voltage,stator_current,sotm_active,vision_tag_count,vision_feeding
54.685006,13.585763628459711,3.710851181613717,130.65649539589606,0.0,0.0,0.0,11.915,4.04,1.87983960535852,39.13219854562843,39.13219854562843,39.13219854562843,40.26953125,-1.1373327043715733,0.0,-0.14,0.0,0.0,1.0
54.747352,13.585821539039516,3.7107741871493753,130.6518334701148,-0.002182477297662755,1.2064628327012206E-4,-0.003732158592438472,11.915,4.04,1.879859074899077,39.13587864153726,39.13367058399196,39.13367058399196,40.09375,-0.9600794160080426,-0.67,3.04,0.0,0.0,1.0
54.766459,13.585924889825247,3.7106404117289515,130.63958559511474,-0.002308287575818973,1.2049881832221568E-4,-0.010675205937566575,11.915,4.04,1.88000136000907,39.140575978196374,39.13643274167372,39.13643274167372,39.91796875,-0.7815360083262775,-0.72,2.2600000000000002,0.0,0.0,1.0
54.802668,13.586060817568825,3.7104667791886037,130.64222753261478,-0.00537011227301017,2.638166988813407E-4,-0.009243000405699761,11.915,4.04,1.8801537422087529,39.13665281743103,39.13652077197664,39.13652077197664,38.86328125,0.4490207719766417,-0.32,1.18,0.0,0.0,1.0
54.822183,13.586168291458089,3.7103289540498645,130.63960094277104,-0.00160603000401716,7.889914824414689E-5,-0.008330135026219827,11.915,4.04,1.8802852446102711,39.13547995118393,39.136104443659555,39.136104443659555,38.51171875,0.6243856936595549,-0.53,1.94,0.0,0.0,1.0
54.836522,13.58615858012561,3.710343242625846,130.63880905214603,0.0,-0.0,0.0,11.915,4.04,1.8802735350858102,39.1365731962723,39.13629194470465,39.13629194470465,38.16015625,0.9761356947046522,-0.02,0.5,0.0,0.0,1.0
54.847114,13.586172310793627,3.710326230166895,130.6370531263648,-0.0013554580199712277,5.825473144814221E-5,-0.002348091752236557,11.915,4.04,1.8802909188763008,39.13772780207042,39.13686628765096,39.13686628765096,38.16015625,0.9767100376509603,-0.23,0.1,0.0,0.0,1.0
54.861138,13.586170818801671,3.710329206062757,130.63576965761476,-0.004367958147637763,1.81476788260779E-4,-0.007854830084537655,11.915,4.04,1.8802895444364902,39.138971527891634,39.13770838374723,39.13770838374723,38.3359375,0.8017708837472313,0.21,-0.24,0.0,0.0,1.0
54.878834,13.586256841963268,3.710220578848743,130.63400398964603,-0.004041272985469771,1.7368540302131288E-4,-0.007000792076112699,11.915,4.04,1.8803943429113874,39.13777885311858,39.13773657149577,39.13773657149577,37.984375,1.153361571495772,0.23,-0.38,0.0,0.0,1.0
54.899221,13.586319221644196,3.7101438853474074,130.63739992714608,-8.545116849112017E-4,1.234538470457373E-5,-0.0011049001673473758,11.915,4.04,1.8804677039475446,39.13274067187546,39.13573821164765,39.13573821164765,37.984375,1.1513632116476487,0.23,-0.64,0.0,0.0,1.0
