timestamp,pose_x,pose_y,pose_heading,vel_vx,vel_vy,vel_omega,target_x,target_y,distance,raw_turret_angle,filtered_turret_angle,turret_setpoint,turret_actual,turret_error,motor_voltage,stator_current,sotm_active,vision_tag_count,vision_feeding,cancoder_position
27.705689,13.075111081345804,3.357063065460858,99.09792856495457,0.0,0.0,0.0,11.915,4.04,1.5253643772888716,50.1373612913171,50.1373612913171,50.1373612913171,32.359375000000014,17.777986291317085,0.0,-0.28,0.0,2.0,1.0,81.47460937499999
27.731863,13.074909980968668,3.357221401764622,99.09744406104826,0.0054906355290826984,0.005163663146736088,0.019285543806351328,11.915,4.04,1.5251154148632806,50.14084167089033,50.14084167089033,50.14084167089033,35.171875,14.968966670890332,2.82,22.42,0.0,2.0,1.0,81.47460937499999
27.747296,13.074382516350823,3.357064634529557,99.07303693527666,-0.024448103560077965,0.02940684330663482,-0.09479849682402,11.915,4.04,1.524739616642152,50.147180801250926,50.147180801250926,50.147180801250926,36.40234375,13.217493301250926,2.46,23.6,0.0,2.0,1.0,82.353515625
27.761673,13.073723562128396,3.356837628790575,99.09743687659277,-0.01978116574624457,0.04654807063440794,-0.11956289019352896,11.915,4.04,1.5242924977804462,50.10564293617419,50.10564293617419,50.10564293617419,38.6875,11.418142936174192,1.98,8.0,0.0,2.0,1.0,84.462890625
27.783246,13.072670366443266,3.3564251622251184,99.13848748999091,-0.016969513989078595,0.04449666529346744,-0.06127912828447237,11.915,4.04,1.5240171887432061,50.0465282385413,50.0465282385413,50.0465282385413,41.5,8.546528238541299,1.45,0.56,0.0,2.0,1.0,88.24218750000001
27.802316,13.072118982735919,3.356348105947918,99.16343018648446,-0.0021672704530692963,0.033355634469274226,-0.013154113520137739,11.915,4.04,1.5231724631115062,50.0006928373137,50.0006928373137,50.0006928373137,43.2578125,6.7428803373137,1.08,7.54,0.0,2.0,1.0,90.263671875
27.817211,13.07177272570176,3.356279789499547,99.17753806148419,-0.0023629673544183147,0.03139429404211101,-0.00890417309579366,11.915,4.04,1.5229116812444716,49.97936069006399,49.97936069006399,49.97936069006399,45.015625,4.9637356900639915,0.85,8.44,0.0,2.0,1.0,92.109375
27.834852,13.071529173561203,3.356131857704866,99.19362965061212,-0.0113304833460715,0.02591504400556721,0.01287464357898306,11.915,4.04,1.5227801191371724,49.955685699818076,49.955685699818076,49.955685699818076,46.0703125,3.8853731998180763,0.49,2.42,0.0,2.0,1.0,93.779296875
27.855146,13.071762602629923,3.356310521419238,99.19229412768874,-0.0039476136357099526,0.018193749246999832,-0.01730101218640437,11.915,4.04,1.5228887849677224,49.96713844389569,49.96713844389569,49.96713844389569,46.94921875,3.017919693895692,0.3,0.2,0.0,2.0,1.0,94.658203125
27.874753,13.071683681067643,3.356379496194396,99.17915923804084,-0.006983426271886563,0.014728197789827927,-0.012820943369048871,11.915,4.04,1.5227842827708387,49.979433567285774,49.979433567285774,49.979433567285774,47.4765625,2.502871067285774,0.51,0.18,0.0,2.0,1.0,95.2734375
