timestamp,pose_x,pose_y,pose_heading,vel_vx,vel_vy,vel_omega,target_x,target_y,distance,raw_turret_angle,filtered_turret_angle,turret_setpoint,turret_actual,turret_error,motor_voltage,stator_current,sotm_active,vision_tag_count,vision_feeding,cancoder_position
51.185733,13.542555724559652,3.7524457569800758,133.78290969581803,0.0,0.0,-0.0,11.915,4.04,1.8286136716674246,37.351344837816306,37.351344837816306,37.351344837816306,-135.86328125,173.2146260878163,0.0,-0.18,0.0,1.0,1.0,-87.27539062500001
51.201927,13.54260288654369,3.752434644906404,133.78329750831801,0.0,0.0,-0.0,11.915,4.04,1.8286377742121371,37.35121406729411,37.35124022139855,37.35124022139855,-135.51171875,172.86295897139854,1.69,12.780000000000001,0.0,1.0,1.0,-87.27539062500001
51.221905,13.542356407181575,3.752512144187698,133.78256020363054,0.0050360481032910315,0.003081845361633725,0.01469434965141598,11.915,4.04,1.8283258644334481,37.352823564488745,37.352506895870704,37.352506895870704,-133.40234375,170.7548506458707,2.63,22.6,0.0,1.0,1.0,-87.27539062500001
51.239676,13.543464596459932,3.7521975079078462,133.760805492693,-0.02077874275366075,-0.010883187837458364,6.899504090844706E-4,11.915,4.04,1.8295628397128452,37.368118795934095,37.36499641592142,37.36499641592142,-131.1171875,168.4821839159214,2.74,17.44,0.0,1.0,1.0,-85.78125
51.261064,13.54524025072031,3.751555914197837,133.7820837387868,-0.03039629204085715,-0.013365283134045093,-0.016155703313587965,11.915,4.04,1.8314038646791784,37.33762206577044,37.34309693580064,37.34309693580064,-127.6015625,164.94465943580065,3.58,17.12,0.0,1.0,1.0,-81.82617187500001
51.291097,13.547170947485018,3.7506803610675123,133.8464186059743,-0.016742282989666853,-0.005623829235467394,-0.09172520479003672,11.915,4.04,1.8334090844230069,37.261748916928106,37.27801852070261,37.27801852070261,-121.62500000000001,158.90301852070263,4.32,16.62,0.0,1.0,1.0,-75.67382812499999
51.3082,13.54807812211475,3.7501992702199254,133.870291711443,-0.018746305034748396,-0.005877913880797875,-0.08037137742944145,11.915,4.04,1.8343657392349393,37.22970164722574,37.23936502192111,37.23936502192111,-116.3515625,153.59092752192112,4.78,17.04,0.0,1.0,1.0,-71.455078125
51.329996,13.54932037476634,3.749476203126948,133.89609150831805,-0.031626252020837395,-0.008345762954744557,-0.0386302205976261,11.915,4.04,1.8355709128246822,37.1938496915521,37.2029527576259,37.2029527576259,-110.375,147.5779527576259,5.15,16.7,0.0,1.0,1.0,-65.56640625
51.338306,13.54973386474069,3.749219283186966,133.8979373872243,-0.03015747106698704,-0.007502166646459919,-0.04577245250109732,11.915,4.04,1.8361370074770462,37.182489046170076,37.18658178846124,37.18658178846124,-107.9140625,145.10064428846124,5.29,16.22,0.0,1.0,1.0,-64.3359375
51.35899,13.550653258144223,3.7486175560592394,133.9049989340993,-0.025947561774523356,-0.005644953762292061,-0.056500907159776854,11.915,4.04,1.8371344621316472,37.162010651332956,37.166924878758614,37.166924878758614,-101.234375,138.4012998787586,5.66,17.32,0.0,1.0,1.0,-56.6015625
