timestamp,pose_x,pose_y,pose_heading,vel_vx,vel_vy,vel_omega,target_x,target_y,distance,raw_turret_angle,filtered_turret_angle,turret_setpoint,turret_actual,turret_error,motor_voltage,stator_current,sotm_active,vision_tag_count,vision_feeding,cancoder_position
65.607548,13.283944907429168,3.45546844399728,110.27948838752329,0.0,0.0,-0.0,11.915,4.04,1.667769362955658,46.75425569202664,31.948844299827172,31.948844299827172,8.27734375,23.671500549827172,0.0,-0.1,0.0,1.0,0.0,55.546875
65.628473,13.283958735142578,3.4554822057196533,110.28197295697451,0.0,0.0,-0.0,11.915,4.04,1.6677765492880954,46.75265883050711,40.831133018235136,40.831133018235136,8.27734375,32.553789268235136,0.8200000000000001,1.46,0.0,1.0,0.0,55.546875
65.647839,13.28400331876282,3.455310848484202,110.28253382834585,-3.006045878765435E-4,-2.3101400768579924E-5,-5.02313670210813E-4,11.915,4.04,1.667884424545424,46.747335846315515,44.380854715083366,44.380854715083366,8.8046875,35.576167215083366,1.07,11.48,0.0,1.0,0.0,55.458984375
65.667335,13.28400623633436,3.455319208883273,110.27816152204052,-0.0011274234881786885,-8.455496403679838E-5,-0.0020131644971447737,11.915,4.04,1.6678841584264852,46.75154177864792,45.8032669532221,45.8032669532221,10.03515625,35.7681107032221,2.15,20.0,0.0,1.0,0.0,55.986328125
65.686571,13.283033948974545,3.453984857760555,110.1263383956207,-3.5093855447272806E-4,-2.3722686616092956E-5,-6.413748026130847E-4,11.915,4.04,1.6675211316577057,46.831793490449336,46.42038287555844,46.42038287555844,12.671875,33.74850787555844,3.8000000000000003,25.580000000000002,0.0,1.0,0.0,57.919921875
65.708331,13.282545981982436,3.453605216873153,110.09604965333399,0.0,0.0,-0.0,11.915,4.04,1.6672227973583693,46.84025604201325,46.67230677543132,46.67230677543132,16.890624999999986,28.902775525431323,4.51,24.1,0.0,1.0,0.0,62.49023437499999
65.727548,13.284692810619465,3.452531349044318,109.61635274514511,0.0024858840805381754,8.392442815111854E-5,-0.0046516580843321475,11.915,4.04,1.6696449190411236,47.263401470984014,47.02696359276294,47.02696359276294,22.1640625,24.86290109276294,4.51,18.26,0.0,1.0,0.0,66.533203125
65.747638,13.284582200145229,3.4571911616727817,110.50432232412977,5.524186845640389E-4,1.8649872922470788E-5,-0.0010337017965182545,11.915,4.04,1.6676686086129,46.61662681450915,46.78076152581066,46.78076152581066,28.140624999999986,18.640136525810675,4.6000000000000005,12.52,0.0,1.0,0.0,74.00390625
65.767653,13.287160613432203,3.455385764355726,110.12353437434301,0.0,0.0,-0.0,11.915,4.04,1.6707729423566489,46.93389492395566,46.87264156469766,46.87264156469766,34.292968750000014,12.579672814697645,4.19,4.86,0.0,1.0,0.0,79.27734375
65.78778,13.287142795006947,3.4554285356277523,110.122539561843,-1.2545041172929203E-4,-6.548848821859656E-6,-2.3893431179500727E-4,11.915,4.04,1.6707399216587195,46.93589555342058,46.91059395793141,46.91059395793141,39.56640625,7.344187707931411,3.43,0.74,0.0,1.0,0.0,85.69335937500001
65.808092,13.288127582510718,3.4541970958481922,109.83876899860354,0.0,0.0,-0.0,11.915,4.04,1.6721426752757524,47.16353745239547,47.06236005460985,47.06236005460985,44.3125,2.7498600546098473,1.69,14.68,0.0,1.0,0.0,91.58203125
65.828794,13.287681537830595,3.4559189388800964,110.24833796592058,-0.0038167701512717973,-1.2615629862050055E-4,0.00699572418419922,11.915,4.04,1.6710371497486864,46.84627750558788,46.93271052519667,46.93271052519667,48.1796875,-1.2469769748033315,0.76,19.3,0.0,1.0,0.0,95.537109375
65.854338,13.282963814486125,3.4540042715855273,110.24428862461822,-0.004066535059279733,-1.7075924852958047E-4,-9.476478798246078E-4,11.915,4.04,1.6733836106037694,47.062139210949596,47.010367736648426,47.010367736648426,49.5859375,-2.5755697633515737,-0.21,13.120000000000001,0.0,1.0,0.0,97.646484375
65.868695,13.283003173294526,3.4539083446561847,110.24125625743096,-0.007731454228924601,-3.2418074056928746E-4,-2.85515402666382E-4,11.915,4.04,1.6675147819464746,46.72639615727855,46.8399847890265,46.8399847890265,49.76171875,-2.921733960973498,-0.36,6.0600000000000005,0.0,1.0,0.0,98.0859375
65.890825,13.286547039517979,3.4542489626996096,110.18027605506624,-0.001656670913298167,-7.120022732550698E-5,-0.0030573529785348536,11.915,4.04,1.6706478635190525,46.83913595838495,46.83947549064157,46.83947549064157,49.5859375,-2.7464620093584315,-0.35000000000000003,2.52,0.0,1.0,0.0,98.0859375
65.912826,13.28655170387107,3.4542377808228317,110.17863701991001,0.0,0.0,-0.0,11.915,4.04,1.6706566315975204,46.84030852600401,46.839975311859035,46.839975311859035,49.234375,-2.3943996881409646,-0.54,1.54,0.0,1.0,0.0,98.0859375
65.927128,13.28394770012745,3.4560512917465056,110.41014336164395,0.0036146568496736543,1.5288149970932947E-4,0.003911422437273743,11.915,4.04,1.6675350774564772,46.65612191036609,46.729663270963265,46.729663270963265,49.05859375,-2.3289304790367353,-0.5,1.74,0.0,1.0,0.0,98.0859375
65.947811,13.285516376828749,3.45528523028837,110.18409136544643,0.003489275948087372,1.4448399365804405E-4,1.2481522299330645E-4,11.915,4.04,1.6692942609645467,46.85466436263219,46.80466392596462,46.80466392596462,48.53125,-1.7265860740353816,-0.88,4.9,0.0,1.0,0.0,97.91015625
65.967919,13.28316899541291,3.4555413856365718,110.34098867586651,0.005949919124288966,2.300241907383215E-4,0.0039091741862142685,11.915,4.04,1.6670220413239916,46.69127116098572,46.73662826697728,46.73662826697728,47.828125,-1.0914967330227228,-0.56,2.9,0.0,1.0,0.0,97.470703125
65.990569,13.283556532418713,3.456821279371216,110.44870666287993,0.001179900501934718,4.708353004586684E-5,-0.002050533029032223,11.915,4.04,1.6668719545174404,46.64084110713772,46.67915597107354,46.67915597107354,47.125,-0.4458440289264587,-0.41000000000000003,0.92,0.0,1.0,0.0,96.767578125
66.009434,13.283827728425502,3.4556957255337286,110.3039855932002,2.2593839398749916E-4,9.015995115166275E-6,4.252953011180479E-4,11.915,4.04,1.6675710581366003,46.73801099485758,46.71446898534396,46.71446898534396,46.7734375,-0.05896851465603703,-0.58,0.6,0.0,0.0,0.0,96.240234375
66.027001,13.283946646468218,3.4552170370952515,110.16507900072502,0.0,0.0,-0.0,11.915,4.04,1.6678768967912267,46.84843998939682,46.79485158777568,46.79485158777568,46.421875,0.3729765877756819,-0.43,0.8200000000000001,0.0,1.0,0.0,95.80078125
66.047814,13.283946301922962,3.455216897812253,110.16567467260008,0.0,0.0,-0.0,11.915,4.04,1.6678765949303456,46.84789931319774,46.826680223028916,46.826680223028916,46.0703125,0.7563677230289159,0.67,-3.7800000000000002,0.0,1.0,0.0,95.44921875
