timestamp,test_phase,command_type,command_value,velocity_rps,velocity_rpm,motor_voltage,stator_current,supply_voltage
127.727941,3.0,1.0,15.0,82.546875,4952.8125,12.02,6.18,11.975000000000001
127.749237,3.0,2.0,0.0,82.431640625,4945.8984375,0.0,-0.64,12.35
127.76326,3.0,2.0,0.0,82.52343750000001,4951.406250000001,0.0,-0.14,12.35
127.788043,3.0,2.0,0.0,82.23437500000001,4934.062500000001,0.0,-0.02,12.375
127.807391,3.0,2.0,0.0,81.83203125,4909.921875,0.0,-0.02,12.375
127.824884,3.0,2.0,0.0,81.583984375,4895.0390625,0.0,0.0,12.375
127.852875,3.0,2.0,0.0,81.146484375,4868.7890625,0.0,0.0,12.4
127.867029,3.0,2.0,0.0,81.380859375,4882.8515625,0.0,0.0,12.4
127.888213,3.0,2.0,0.0,81.2265625,4873.59375,0.0,0.0,12.4
127.907876,3.0,2.0,0.0,81.046875,4862.8125,0.0,0.0,12.4
127.924534,3.0,2.0,0.0,80.953125,4857.1875,0.0,0.0,12.4
127.945941,3.0,2.0,0.0,80.748046875,4844.8828125,0.0,0.0,12.4
127.964936,3.0,2.0,0.0,80.826171875,4849.5703125,0.0,0.0,12.4
127.988198,3.0,2.0,0.0,80.26953125,4816.171875,0.0,0.0,12.4
128.013259,3.0,2.0,0.0,80.162109375,4809.7265625,0.0,0.0,12.4
128.024667,3.0,2.0,0.0,79.759765625,4785.5859375,0.0,0.0,12.425
