timestamp,hood_setpoint,hood_actual,hood_error,motor_voltage,stator_current,velocity_rps,is_homed,flywheel_rpm_target,distance_to_target
14.838253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378.54312962807,1.4813007502829585
14.895146,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,2378.493599306639,1.4812657651263614
14.937088,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,2378.47797853229,1.4810780185838242
14.963985,0.0,0.0,0.0,0.0,-0.28,0.0,0.0,2378.4904481608755,1.481081176843703
14.986375,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,2378.495549077596,1.4811538971043907
15.013291,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,2378.489279046128,1.4811633619952005
15.039539,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,2378.488236012309,1.4811178080224263
15.05872,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,2378.470608992896,1.4811293220960853
15.084115,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,2378.472277719956,1.481058177828075
15.124981,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,2378.4646066258824,1.4811251426726308
15.156998,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,2378.4580311003433,1.48102553999104
15.180352,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,2378.454162686726,1.4810549692028816
15.205543,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,2378.4494352539186,1.4810382049072581
15.227043,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,2378.4632844096996,1.4810465885374893
15.248635,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,2378.4563741219117,1.4810867536931467
15.26789,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,2378.4546194782038,1.4810035380062827
15.289705,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,2378.4727688918683,1.4811105107948457
15.310332,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,2378.484736504519,1.4811296441320911
15.337434,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,2378.4540845713354,1.4811688776769845
15.367689,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,2378.4687777867293,1.4811073170599858
15.393974,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,2378.4777628892066,1.481086572592633
15.411022,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,2378.4959843587953,1.4810956673542754
15.462349,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,2378.5342332611026,1.4812428379272977
15.477542,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,2378.5353687731736,1.4812651833857151
15.494552,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,2378.545006629306,1.4812855479043041
15.5139,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,2378.545006629306,1.4812981222280117
15.53948,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,2378.572256272352,1.481330876027705
15.568975,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,2378.5882121892328,1.4813810922079973
15.591198,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,2378.5690913803874,1.481398224871717
15.612419,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,2378.59473514038,1.48138248694225
15.674673,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,2378.5696236875783,1.4814868096804894
15.698435,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,2378.5647436403483,1.4813909287029534
15.717468,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,2378.561706437761,1.4813859490970338
15.741434,0.0,0.0,0.0,0.0,-0.46,0.0,0.0,2378.575289970506,1.4814058022543044
15.765178,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,2378.5718000738952,1.4814425079273812
15.787716,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,2378.5696105461016,1.4814025733345104
15.807472,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,2378.5773333284997,1.481419802195357
15.822071,0.0,0.0,0.0,0.0,-0.28,0.0,0.0,2378.571167599426,1.481392041529326
15.839285,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,2378.5559987877737,1.4813723876477791
15.864309,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,2378.556674040826,1.4813393673537383
15.879372,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,2378.5625872564424,1.4813596240250675
15.97535,0.0,0.0,0.0,-0.08,3.2,0.0,0.0,2378.5526506517594,1.481323697719279
16.091584,0.0,0.0,0.0,-0.08,10.74,0.0,0.0,2378.525033254742,1.4812566189609009
16.130687,0.0,0.0,0.0,-0.08,15.08,0.0,0.0,2378.4854536483754,1.4812741568992733
16.154969,0.0,0.0,0.0,-0.08,9.36,0.0,0.0,2378.4860967441173,1.4811167857325664
16.177229,0.0,0.0,0.0,-0.08,16.5,0.0,0.0,2378.5114941348993,1.481199698788694
16.198599,0.0,0.0,0.0,-0.08,15.6,0.0,0.0,2378.5358341753063,1.4811988221114654
16.214923,0.0,0.0,0.0,-0.08,9.36,0.0,0.0,2378.509533081527,1.4813020336697877
16.234994,0.0,0.0,0.0,-0.08,13.0,0.0,0.0,2378.503819547592,1.4812058362498415
16.273689,0.0,0.0,0.0,-1.51,16.8,0.0,0.0,2378.4880538645075,1.4811842544385563
16.288066,0.0,-0.791015625,0.791015625,-1.51,19.52,-0.16210937500000003,0.0,2378.4805050524465,1.481184196454298
16.305836,0.0,-1.7578125,1.7578125,-1.51,13.48,-0.185546875,0.0,2378.512280812218,1.4811742538025443
