timestamp,hood_setpoint,hood_actual,hood_error,motor_voltage,stator_current,velocity_rps,is_homed,flywheel_rpm_target,distance_to_target
42.652898,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.54,0.0,0.0,2380.2037867780978,1.4860482947039504
42.710069,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.96,0.0,0.0,2380.2050443665853,1.4860445297812896
42.723147,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.9,0.0,0.0,2380.1655927505844,1.485794349352868
42.744461,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.1,0.0,0.0,2380.147325396899,1.4857920195242016
42.777962,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.12,0.0,0.0,2380.1883995563535,1.4857512655674934
42.789481,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.12,0.0,0.0,2380.1433160482447,1.4858138203797435
42.814116,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.14,0.0,0.0,2380.1448074537675,1.485747989205568
42.845447,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.7800000000000002,0.0,0.0,2380.1377107481076,1.4857248897036064
42.878948,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.44,0.0,0.0,2380.1790839621667,1.4857200044472605
42.973442,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.34,0.0,0.0,2380.1935842131506,1.4858590841581534
42.987466,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.96,0.0,0.0,2380.223879369012,1.4859264186458097
43.000488,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.92,0.0,0.0,2380.223879369012,1.4859265507550579
43.044191,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.22,0.0,0.0,2380.1869431206733,1.4858039989903644
43.074187,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.18,0.0,0.0,2380.176679579369,1.4857814373000444
43.083109,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.06,0.0,0.0,2380.1852271462312,1.4857678294215684
43.102012,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.22,0.0,0.0,2380.1608074552905,1.4857398839116513
43.120543,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.02,0.0,0.0,2380.133468691749,1.4857192052758084
43.141264,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.92,0.0,0.0,2380.0812393116107,1.485449086426072
43.168421,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.42,0.0,0.0,2380.0825912983187,1.4854234620364617
43.17905,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.36,0.0,0.0,2380.0911390200913,1.485520275701066
43.198082,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.08,0.0,0.0,2380.078071066925,1.485521864238089
43.221084,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.7800000000000002,0.0,0.0,2380.101125299971,1.4856624623414958
43.244847,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.02,0.0,0.0,2380.1160703044025,1.4857670250634791
43.258296,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.06,0.0,0.0,2380.124510028875,1.4857875893045451
43.279313,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.7600000000000002,0.0,0.0,2380.1724642857866,1.4858711876807342
43.298141,7.02895735158556,6.15234375,0.8766136015855599,0.32,3.24,0.0,0.0,2380.2118079331985,1.4859199577470708
43.326578,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.84,0.0,0.0,2380.1608152499994,1.4859184366003573
43.691345,7.02895735158556,6.15234375,0.8766136015855599,0.32,2.96,0.0,0.0,2380.190316777389,1.485826384005875
43.761613,7.02895735158556,1.7578125,5.27114485158556,-1.52,9.42,-0.201171875,0.0,2380.157384972428,1.4856505790674537
43.78339,7.02895735158556,0.263671875,6.76528547658556,-1.51,8.46,-0.208984375,0.0,2380.170647825071,1.485749710653388
43.798805,7.02895735158556,-0.87890625,7.90786360158556,-1.51,8.92,-0.201171875,0.0,2380.170652911247,1.4857253303117053
43.818988,7.02895735158556,-2.2851562500000004,9.31411360158556,-1.51,12.84,-0.15234375,0.0,2380.16357798524,1.4857254593657259
43.842695,7.02895735158556,-2.4609375,9.48989485158556,-1.51,42.800000000000004,0.0,0.0,2380.1153587149656,1.4856562882211712
43.858462,7.02895735158556,-2.4609375,9.48989485158556,-1.51,46.1,0.0,0.0,2380.124131806351,1.485661068494516
43.889496,7.02895735158556,-2.4609375,9.48989485158556,-1.3800000000000001,50.1,0.0,0.0,2380.1325825734457,1.485685293592754
43.90276,7.02895735158556,-2.4609375,9.48989485158556,-1.33,48.980000000000004,0.0,0.0,2380.1325825734457,1.4857662902849187
43.922515,7.02895735158556,-2.4609375,9.48989485158556,-1.23,46.38,0.0,0.0,2380.1404711197456,1.4857106178695554
43.942753,7.02895735158556,-2.4609375,9.48989485158556,-1.16,44.54,0.0,0.0,2380.2158850711676,1.4856743557640022
43.962008,7.02895735158556,-2.4609375,9.48989485158556,-1.11,42.52,0.0,0.0,2380.216085471797,1.4859462419241858
43.978722,7.02895735158556,-2.4609375,9.48989485158556,-1.09,41.660000000000004,0.0,0.0,2380.214595304134,1.48594105735741
44.005471,7.02895735158556,-2.4609375,9.48989485158556,-1.07,41.34,0.0,0.0,2380.147395634999,1.4856491054879908
44.019068,7.02895735158556,-2.4609375,9.48989485158556,-1.06,41.18,0.0,0.0,2380.1767128753377,1.485701912110533
44.079319,0.0,0.52734375,-0.52734375,0.0,-0.6,-0.0078125,1.0,2380.1084510954042,1.485671765504178
44.118682,0.0,0.52734375,-0.52734375,0.05,-0.8,0.0,1.0,2380.1069565220396,1.485588187366604
44.144058,0.0,0.52734375,-0.52734375,0.05,-0.28,0.0,1.0,2380.106197700792,1.4855589407850072
44.167208,0.0,0.52734375,-0.52734375,0.05,-0.16,0.0,1.0,2380.064150322196,1.4855827594283624
44.201415,0.0,0.52734375,-0.52734375,0.05,-0.52,0.0,1.0,2380.064155373949,1.4855241367300964
44.210875,0.0,0.52734375,-0.52734375,0.05,-0.7000000000000001,0.0,1.0,2380.0433706852964,1.4854888148851069
44.221208,0.0,0.52734375,-0.52734375,0.05,-0.38,0.0,1.0,2380.12128504472,1.4854868687176224
44.241353,0.0,0.52734375,-0.52734375,0.05,-0.74,0.0,1.0,2380.1028469955245,1.4856993879513134
44.258994,0.0,0.52734375,-0.52734375,0.05,-0.7000000000000001,0.0,1.0,2380.086644535829,1.4856739602663036
44.278731,0.0,0.52734375,-0.52734375,0.05,-0.5,0.0,1.0,2380.086644535829,1.4856741265857252
44.299396,0.0,0.52734375,-0.52734375,0.05,-0.46,0.0,1.0,2380.066456710525,1.4855689853485128
44.319152,0.0,0.52734375,-0.52734375,0.05,-0.36,0.0,1.0,2380.0577345226393,1.485537537909641
44.339612,0.0,0.52734375,-0.52734375,0.05,-0.5,0.0,1.0,2380.1390318355952,1.4856616461844114
44.360926,0.0,0.52734375,-0.52734375,0.05,-0.28,0.0,1.0,2380.1212766966355,1.48579006232752
44.380812,0.0,0.52734375,-0.52734375,0.05,-0.8200000000000001,0.0,1.0,2380.122857816966,1.4857743255170246
44.411271,0.0,0.52734375,-0.52734375,0.05,-0.48,0.0,1.0,2380.0929572484265,1.4857822865199968
44.423328,0.0,0.52734375,-0.52734375,0.05,-0.54,0.0,1.0,2380.0929572484265,1.4856911542627094
44.449113,0.0,0.52734375,-0.52734375,0.05,-0.5,0.0,1.0,2380.111767312782,1.4857611782912454
44.460094,0.0,0.52734375,-0.52734375,0.05,-0.34,0.0,1.0,2380.1779032256436,1.485981820883058
44.491166,0.0,0.52734375,-0.52734375,0.05,-0.66,0.0,1.0,2380.177908219708,1.485983573499279
44.502129,0.0,0.52734375,-0.52734375,0.05,-0.46,0.0,1.0,2380.1714921106354,1.485867454740354
44.522831,0.0,0.52734375,-0.52734375,0.05,-0.68,0.0,1.0,2380.1951623761533,1.4859964124510219
44.544126,0.0,0.52734375,-0.52734375,0.05,-0.78,0.0,1.0,2380.198448652246,1.4860195552844797
